observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_id,source_organization,source_title,source_revision,source_locator,original_value,original_unit,significant_figures
obs-808acf1310f5d5e983ce,coorstek-ad-96,,density,point,3720.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 8 (AD-96), row Density",3.72,g/cm³,3
obs-2d3dae3ba2d4b0e1b040,coorstek-ad-96,,youngs_modulus,point,303000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 8 (AD-96), row Elastic Modulus, 20 °C",303,GPa,3
obs-72367cae78100442f470,coorstek-ad-96,,thermal_conductivity,point,24.7,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 8 (AD-96), row Thermal Conductivity, 20 °C",24.7,W/(m·K),3
obs-1d4c88f5fd9c48ea61ed,coorstek-ad-96,,flexural_strength,point,358000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 8 (AD-96), row Flexural Strength (MOR), 20 °C",358,MPa,3
obs-6eec5dfb9fe3f856dffe,coorstek-ad-96,,poissons_ratio,point,0.21,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 8 (AD-96), row Poisson’s Ratio, 20 °C",0.21,1,2
obs-7a4272806d4f0b9bca61,coorstek-ad-96,,specific_heat,point,880.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 8 (AD-96), row Specific Heat, 100 °C",880,J/(kg·K),3
obs-85d368b2ca800f0338ca,coorstek-fg-995,,density,point,3800.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 9 (FG-995), row Density",3.80,g/cm³,3
obs-73bf2c02e234728baf0f,coorstek-fg-995,,youngs_modulus,point,350000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 9 (FG-995), row Elastic Modulus, 20 °C",350,GPa,3
obs-f725da9f5459aef696dd,coorstek-fg-995,,thermal_conductivity,point,27.5,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 9 (FG-995), row Thermal Conductivity, 20 °C",27.5,W/(m·K),3
obs-d46d6dfd3c7abeaec7e7,coorstek-fg-995,,flexural_strength,point,375000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 9 (FG-995), row Flexural Strength (MOR), 20 °C",375,MPa,3
obs-77738113fceb5ca5e4de,coorstek-fg-995,,poissons_ratio,point,0.22,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 9 (FG-995), row Poisson’s Ratio, 20 °C",0.22,1,2
obs-54a2b9e023dee5ac62ba,coorstek-fg-995,,specific_heat,point,880.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 9 (FG-995), row Specific Heat, 100 °C",880,J/(kg·K),3
obs-97f5687b38021842f1b6,coorstek-ad-995,,density,point,3900.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 10 (AD-995), row Density",3.90,g/cm³,3
obs-af38916fd248c9002f0e,coorstek-ad-995,,youngs_modulus,point,370000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 10 (AD-995), row Elastic Modulus, 20 °C",370,GPa,3
obs-d1b1a0c59b9b8a9f8ef9,coorstek-ad-995,,thermal_conductivity,point,30.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 10 (AD-995), row Thermal Conductivity, 20 °C",30.0,W/(m·K),3
obs-01d41f81acdc8c5f9a00,coorstek-ad-995,,flexural_strength,point,379000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 10 (AD-995), row Flexural Strength (MOR), 20 °C",379,MPa,3
obs-d3804c994bdbe6377800,coorstek-ad-995,,poissons_ratio,point,0.22,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 10 (AD-995), row Poisson’s Ratio, 20 °C",0.22,1,2
obs-9f249ee374ef850bdb80,coorstek-ad-995,,specific_heat,point,880.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 10 (AD-995), row Specific Heat, 100 °C",880,J/(kg·K),3
obs-0573846c0f5c58d08e49,coorstek-plasmapure-ad-998,,density,point,3920.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 11 (PlasmaPure AD-998), row Density",3.92,g/cm³,3
obs-84c11f46feb498a87998,coorstek-plasmapure-ad-998,,youngs_modulus,point,380000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 11 (PlasmaPure AD-998), row Elastic Modulus, 20 °C",380,GPa,3
obs-b7977666e01236df5468,coorstek-plasmapure-ad-998,,thermal_conductivity,point,31.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 11 (PlasmaPure AD-998), row Thermal Conductivity, 20 °C",31.0,W/(m·K),3
obs-160701f4b59b9b9fa2d4,coorstek-plasmapure-ad-998,,flexural_strength,point,390000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 11 (PlasmaPure AD-998), row Flexural Strength (MOR), 20 °C",390,MPa,3
obs-478487a51baa32e5fc2c,coorstek-plasmapure-ad-998,,poissons_ratio,point,0.22,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 11 (PlasmaPure AD-998), row Poisson’s Ratio, 20 °C",0.22,1,2
obs-a85dfe1dabbb8775e21d,coorstek-plasmapure-ad-998,,specific_heat,point,880.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 11 (PlasmaPure AD-998), row Specific Heat, 100 °C",880,J/(kg·K),3
obs-820fd5c5d135de94b7dc,coorstek-plasmapure-uc,,density,point,3920.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 12 (PlasmaPure-UC), row Density",3.92,g/cm³,3
obs-b04465d7a0161932b355,coorstek-plasmapure-uc,,youngs_modulus,point,386000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 12 (PlasmaPure-UC), row Elastic Modulus, 20 °C",386,GPa,3
obs-e24988389378a144f3fc,coorstek-plasmapure-uc,,thermal_conductivity,point,33.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 12 (PlasmaPure-UC), row Thermal Conductivity, 20 °C",33.0,W/(m·K),3
obs-d775f65cf70448ca409e,coorstek-plasmapure-uc,,flexural_strength,point,400000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 12 (PlasmaPure-UC), row Flexural Strength (MOR), 20 °C",400,MPa,3
obs-7daa204d4a7ea6868799,coorstek-plasmapure-uc,,poissons_ratio,point,0.22,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 12 (PlasmaPure-UC), row Poisson’s Ratio, 20 °C",0.22,1,2
obs-9df2bb54c243a0107750,coorstek-plasmapure-uc,,specific_heat,point,870.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 12 (PlasmaPure-UC), row Specific Heat, 100 °C",870,J/(kg·K),3
obs-ce657e0bdf3f2d0acfce,coorstek-esd-alumina,,density,point,3850.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 13 (ESD Alumina), row Density",3.85,g/cm³,3
obs-b21e6b278f1ee77d5c56,coorstek-esd-alumina,,youngs_modulus,point,370000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 13 (ESD Alumina), row Elastic Modulus, 20 °C",370,GPa,3
obs-b6fdd7008b3a7f3d9dba,coorstek-esd-alumina,,thermal_conductivity,point,25.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 13 (ESD Alumina), row Thermal Conductivity, 20 °C",25,W/(m·K),2
obs-1b33a45d631989371591,coorstek-esd-alumina,,flexural_strength,point,300000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 13 (ESD Alumina), row Flexural Strength (MOR), 20 °C",300,MPa,3
obs-dbb6eba8ec2a370d1774,coorstek-esd-alumina,,poissons_ratio,point,0.22,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 13 (ESD Alumina), row Poisson’s Ratio, 20 °C",0.22,1,2
obs-116dc2977e542dd3d890,coorstek-zta-10,,density,point,4010.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 14 (ZTA 10%), row Density",4.01,g/cm³,3
obs-4104c2d6f13590a79a1b,coorstek-zta-10,,youngs_modulus,point,360000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 14 (ZTA 10%), row Elastic Modulus, 20 °C",360,GPa,3
obs-aff4a1d9665d54124200,coorstek-zta-10,,thermal_conductivity,point,27.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 14 (ZTA 10%), row Thermal Conductivity, 20 °C",27.0,W/(m·K),3
obs-ab26c8bfffaa91c8da36,coorstek-zta-10,,flexural_strength,point,450000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 14 (ZTA 10%), row Flexural Strength (MOR), 20 °C",450,MPa,3
obs-221467cfec892454266b,coorstek-zta-10,,poissons_ratio,point,0.3,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 14 (ZTA 10%), row Poisson’s Ratio, 20 °C",0.30,1,2
obs-7554e57e76a60425cea7,coorstek-zta-10,,specific_heat,point,885.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 14 (ZTA 10%), row Specific Heat, 100 °C",885,J/(kg·K),3
obs-b038d6aea5d28acb960e,coorstek-dura-z-ttz,,density,point,5720.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 15 (Dura-Z TTZ), row Density",5.72,g/cm³,3
obs-e4d0f73ad703d3713f47,coorstek-dura-z-ttz,,youngs_modulus,point,200000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 15 (Dura-Z TTZ), row Elastic Modulus, 20 °C",200,GPa,3
obs-686200624bc09fccb223,coorstek-dura-z-ttz,,thermal_conductivity,point,2.2,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 15 (Dura-Z TTZ), row Thermal Conductivity, 20 °C",2.2,W/(m·K),2
obs-0d08b1e70c7a744d861b,coorstek-dura-z-ttz,,flexural_strength,point,900000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 15 (Dura-Z TTZ), row Flexural Strength (MOR), 20 °C",900,MPa,3
obs-85c5919170e9f5e0c03a,coorstek-dura-z-ttz,,poissons_ratio,point,0.3,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 15 (Dura-Z TTZ), row Poisson’s Ratio, 20 °C",0.30,1,2
obs-47bbdc5828a666731e78,coorstek-dura-z-ttz,,specific_heat,point,400.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 15 (Dura-Z TTZ), row Specific Heat, 100 °C",400,J/(kg·K),3
obs-524acf38ecc0feb70cfa,coorstek-ytzp-sintered,,density,point,6020.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 16 (YTZP sintered), row Density",6.02,g/cm³,3
obs-8796ae1fa0aa6979d346,coorstek-ytzp-sintered,,youngs_modulus,point,210000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 16 (YTZP sintered), row Elastic Modulus, 20 °C",210,GPa,3
obs-b699b1883177f64176cf,coorstek-ytzp-sintered,,thermal_conductivity,point,2.2,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 16 (YTZP sintered), row Thermal Conductivity, 20 °C",2.2,W/(m·K),2
obs-6bb37a0711d82e2a812d,coorstek-ytzp-sintered,,flexural_strength,point,1240000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 16 (YTZP sintered), row Flexural Strength (MOR), 20 °C",1240,MPa,4
obs-f554214087c15c9aede0,coorstek-ytzp-sintered,,poissons_ratio,point,0.3,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 16 (YTZP sintered), row Poisson’s Ratio, 20 °C",0.30,1,2
obs-5e5455c47ca25e520cce,coorstek-ytzp-sintered,,specific_heat,point,400.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 16 (YTZP sintered), row Specific Heat, 100 °C",400,J/(kg·K),3
obs-4bb738c481796bab38d2,coorstek-ytzp-hiped,,density,point,6070.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 17 (YTZP HIPed), row Density",6.07,g/cm³,3
obs-532daf5285bf7a417288,coorstek-ytzp-hiped,,youngs_modulus,point,210000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 17 (YTZP HIPed), row Elastic Modulus, 20 °C",210,GPa,3
obs-75b661fc71a079fb7e97,coorstek-ytzp-hiped,,thermal_conductivity,point,2.2,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 17 (YTZP HIPed), row Thermal Conductivity, 20 °C",2.2,W/(m·K),2
obs-68380a7a1e1bd030d82f,coorstek-ytzp-hiped,,flexural_strength,point,1720000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 17 (YTZP HIPed), row Flexural Strength (MOR), 20 °C",1720,MPa,4
obs-f7366aa6ab1df07b5d3d,coorstek-ytzp-hiped,,poissons_ratio,point,0.3,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 17 (YTZP HIPed), row Poisson’s Ratio, 20 °C",0.30,1,2
obs-31b9dfeb3c96e438b950,coorstek-ytzp-hiped,,specific_heat,point,400.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 17 (YTZP HIPed), row Specific Heat, 100 °C",400,J/(kg·K),3
obs-95ff9cd37b6205f6e2f9,coorstek-sc-rb-sc-2,,density,point,3100.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 18 (SC-RB SC-2), row Density",3.10,g/cm³,3
obs-511130d9e849ac22ed19,coorstek-sc-rb-sc-2,,youngs_modulus,point,393000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 18 (SC-RB SC-2), row Elastic Modulus, 20 °C",393,GPa,3
obs-7e7c9e8331a942aecef9,coorstek-sc-rb-sc-2,,thermal_conductivity,point,125.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 18 (SC-RB SC-2), row Thermal Conductivity, 20 °C",125.0,W/(m·K),4
obs-252811120aeaf8bbc53d,coorstek-sc-rb-sc-2,,flexural_strength,point,462000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 18 (SC-RB SC-2), row Flexural Strength (MOR), 20 °C",462,MPa,3
obs-33e0edfea9dccbc222dc,coorstek-sc-rb-sc-2,,poissons_ratio,point,0.2,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 18 (SC-RB SC-2), row Poisson’s Ratio, 20 °C",0.20,1,2
obs-4c360b2c7436d82413f8,coorstek-sc-rb-sc-2,,specific_heat,point,800.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 18 (SC-RB SC-2), row Specific Heat, 100 °C",800,J/(kg·K),3
obs-55ebce636465a241b77f,coorstek-ultrasic-sc-30,,density,point,3150.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 19 (UltraSiC SC-30), row Density",3.15,g/cm³,3
obs-6b053a9fde9dd7b0face,coorstek-ultrasic-sc-30,,youngs_modulus,point,410000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 19 (UltraSiC SC-30), row Elastic Modulus, 20 °C",410,GPa,3
obs-582d854877d6d993d1e3,coorstek-ultrasic-sc-30,,thermal_conductivity,point,150.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 19 (UltraSiC SC-30), row Thermal Conductivity, 20 °C",150.0,W/(m·K),4
obs-b1696b2f9727514ddcba,coorstek-ultrasic-sc-30,,flexural_strength,point,480000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 19 (UltraSiC SC-30), row Flexural Strength (MOR), 20 °C",480,MPa,3
obs-64a139e0d205ba9c1f1f,coorstek-ultrasic-sc-30,,poissons_ratio,point,0.21,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 19 (UltraSiC SC-30), row Poisson’s Ratio, 20 °C",0.21,1,2
obs-1d7d32ec47efde7adc23,coorstek-ultrasic-sc-30,,specific_heat,point,800.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 19 (UltraSiC SC-30), row Specific Heat, 100 °C",800,J/(kg·K),3
obs-8fe182116a6150980fea,coorstek-puresic-cvd,,density,point,3210.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 20 (PureSiC CVD), row Density",3.21,g/cm³,3
obs-7b422c347b20807a7a8e,coorstek-puresic-cvd,,youngs_modulus,interval,,435000000000.0,460000000000.0,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 20 (PureSiC CVD), row Elastic Modulus, 20 °C",435–460,GPa,3
obs-d5d6001644477f3094c0,coorstek-puresic-cvd,,thermal_conductivity,point,140.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 20 (PureSiC CVD), row Thermal Conductivity, 20 °C",140.0,W/(m·K),4
obs-f8948e7e4f559cdc053e,coorstek-puresic-cvd,,flexural_strength,interval,,470000000.0,520000000.0,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 20 (PureSiC CVD), row Flexural Strength (MOR), 20 °C",470–520,MPa,3
obs-9f2a43591363e85f163d,coorstek-puresic-cvd,,poissons_ratio,point,0.21,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 20 (PureSiC CVD), row Poisson’s Ratio, 20 °C",0.21,1,2
obs-49c3454ec9b5d1e9a2aa,coorstek-puresic-cvd,,specific_heat,point,665.0,,,J/(kg*K),typical,"{""temperature_K"": 373.15}",ASTM E1269,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 20 (PureSiC CVD), row Specific Heat, 100 °C",665,J/(kg·K),3
obs-4dbb2fc0469282c224cf,coorstek-rbb4c,,density,point,2650.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 21 (RBB4C), row Density",2.65,g/cm³,3
obs-b772c34171d8060d0bf0,coorstek-rbb4c,,youngs_modulus,point,379000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 21 (RBB4C), row Elastic Modulus, 20 °C",379,GPa,3
obs-13808f1a29f616dd395e,coorstek-rbb4c,,thermal_conductivity,point,50.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 21 (RBB4C), row Thermal Conductivity, 20 °C",50.0,W/(m·K),3
obs-619fc088619095da65d6,coorstek-rbb4c,,flexural_strength,point,250000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 21 (RBB4C), row Flexural Strength (MOR), 20 °C",250,MPa,3
obs-a0605cd736caff82bbfe,coorstek-rbb4c,,poissons_ratio,point,0.18,,,1,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 21 (RBB4C), row Poisson’s Ratio, 20 °C",0.18,1,2
obs-30a80ab1316288d05245,coorstek-hpb4c,,density,point,2500.0,,,kg/m^3,typical,{},ASTM C20,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 22 (HPB4C), row Density",2.5,g/cm³,2
obs-3ba634e7f82f4d5396eb,coorstek-hpb4c,,youngs_modulus,point,460000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM C848,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 22 (HPB4C), row Elastic Modulus, 20 °C",460,GPa,3
obs-3ab7d2d980c5bfa5e36a,coorstek-hpb4c,,thermal_conductivity,point,90.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",ASTM C408,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 22 (HPB4C), row Thermal Conductivity, 20 °C",90,W/(m·K),2
obs-3e9b16b0b1b00720572e,coorstek-hpb4c,,flexural_strength,point,410000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",ASTM F417; four-point bend,coorstek,CoorsTek,Ceramic Material Properties,Snapshot 9de5bd60a1b8,"Page 1, column 22 (HPB4C), row Flexural Strength (MOR), 20 °C",410,MPa,3
